,sub,onset,offset,cat,tier,group,Group,latency,latency group
901,21,130.205,132.541,"i cucchiaini, dove sono i cucchiaini eh? (RE QE)",Caregiver voc,,1.0,2.2409999999999854,infant-cg
902,1,130.3,130.929,pipi ,Infant voc,,1.0,0.47399999999998954,cg-infant
903,64,130.455,132.305,xxx ,Caregiver voc,,2.0,1.8329999999999984,infant-cg
904,1007,130.472,131.519,Bravo (AE),Caregiver voc,,3.0,1.0320000000000107,within person
905,22,130.487,133.243,io lo tengo e tu lo copri bene (RM DA),Caregiver voc,,1.0,2.728999999999985,within person
906,18,130.514,131.36,: e questo? (QE),Caregiver voc,,1.0,0.4350000000000023,within person
907,1002,130.925,131.746,xxx,Caregiver voc,,3.0,0.7439999999999998,within person
908,1,131.002,131.547,pipi,Infant voc,,1.0,0.3470000000000084,cg-infant
909,23,131.2,132.599,ma questo che colore è?  (QE),Caregiver voc,,1.0,1.313999999999993,infant-cg
910,60,131.285,136.434,"l’elefante, il leone ahh xxx (RE	RE	C	I)",Caregiver voc,,2.0,4.829999999999984,within person
911,1,131.604,132.184,pipi,Infant voc,,1.0,0.5010000000000048,cg-infant
912,59,131.683,135.632,xxx questa qui è la scimmiotta? xxx (QE),Caregiver voc,,2.0,3.9339999999999975,infant-cg
913,1006,131.698,132.192,xxx,Infant voc,,3.0,0.47400000000001796,cg-infant
914,18,131.718,132.239,aeo.,Infant voc,,1.0,0.32900000000000773,within person
915,57,131.91,132.702,ahm (OP),Caregiver voc,,2.0,0.44599999999999795,infant-cg
916,1,132.256,133.281,cubi (RE) cubi ( - ) cubi ( - ),Caregiver voc,,1.0,0.9099999999999966,within person
917,18,132.371,133.106,aeo.	(AM),Caregiver voc,,1.0,0.5660000000000025,within person
918,64,132.54,133.071,xxx,Caregiver voc,,2.0,0.3930000000000007,within person
919,1004,132.678,135.801,Com’è buona questa pappa? Mmm	(QO C),Caregiver voc,,3.0,3.1129999999999995,within person
920,1007,132.688,133.223,xxx,Infant voc,,3.0,0.3550000000000182,cg-infant
921,1001,132.868,134.199,"E chiama a Imma, chiama		(DA C)",Caregiver voc,,3.0,1.085000000000008,infant-cg
922,18,133.114,134.385,sì. (C) aeo (AM),Caregiver voc,,1.0,1.0889999999999986,within person
923,1,133.296,133.808,questo cos’è? (QE),Caregiver voc,,1.0,0.4089999999999918,within person
924,10,133.399,134.005,buono? (QO),Caregiver voc,,1.0,0.40799999999998704,within person
925,21,133.597,134.99,xxx,Caregiver voc,,1.0,1.2840000000000202,within person
926,23,133.706,134.398,questo,Caregiver voc,,1.0,0.5459999999999923,within person
927,23,133.852,134.35,ah,Infant voc,,1.0,0.46399999999999864,cg-infant
928,1002,133.886,135.113,no (CW),Infant voc,,3.0,1.164999999999992,within person
929,64,133.948,137.401,"facciamolo, la mamma si è stancata di nuovo (W RM) ",Caregiver voc,,2.0,3.3360000000000127,infant-cg
930,61,134.065,137.207," Francesca no, no non toccare (NC AD)",Caregiver voc,,2.0,3.0250000000000057,within person
931,65,134.182,136.041,è andato sotto la galleria (RE),Caregiver voc,,2.0,1.7059999999999889,within person
932,1,134.335,135.524,xxx,Infant voc,,1.0,1.1210000000000093,cg-infant
933,1006,134.403,134.93,xxx,Infant voc,,3.0,0.5240000000000009,within person
934,10,134.406,134.8,sì (CW),Infant voc,,1.0,0.10800000000000409,within person
935,22,134.692,135.995,xxx,Infant voc,,1.0,1.2090000000000032,within person
936,10,134.786,135.604,vieni qua. (DA),Caregiver voc,,1.0,0.76400000000001,infant-cg
937,18,134.84,137.845,guarda. (DA) guarda. guarda. guarda qua : cosa sono queste? (QE),Caregiver voc,,1.0,2.843999999999994,within person
938,1007,135.001,137.608,Guarda guarda i fiorellini Chicco (DA NC) guarda i fiorellini (DA),Caregiver voc,,3.0,2.2479999999999905,within person
939,1,135.36,135.807,come fa? (QE),Caregiver voc,,1.0,0.1379999999999768,within person
940,59,135.669,137.22,xxx,Caregiver voc,,2.0,1.5370000000000061,within person
941,59,135.683,137.227,xxx,Infant voc,,2.0,1.509999999999991,cg-infant
942,23,135.717,136.301,oh,Infant voc,,1.0,0.570999999999998,within person
943,57,135.73,138.342,no non  in bocca così (C AD C),Caregiver voc,,2.0,2.3060000000000116,infant-cg
944,1,136.036,137.047,oh oh oh,Infant voc,,1.0,0.8059999999999832,cg-infant
945,23,136.241,138.363, e quello è un piatto per mangiare la pappa.	(RE),Caregiver voc,,1.0,1.9739999999999895,infant-cg
946,22,136.389,137.235,xxx,Caregiver voc,,1.0,0.6910000000000025,within person
947,21,136.544,136.996,xxx,Caregiver voc,,1.0,0.125,within person
948,52,136.871,139.115,chiudi metti via (DA),Caregiver voc,,2.0,2.1170000000000186,within person
949,22,136.998,139.396,xxx,Infant voc,,1.0,2.323999999999984,cg-infant
950,1,137.072,139.203,non è una gallina questa qui veramente (RE),Caregiver voc,,1.0,2.1069999999999993,infant-cg
951,1004,137.096,140.01,Come siamo “vitamini” (si tocca la guancia) (W),Caregiver voc,,3.0,2.8119999999999834,within person
952,60,137.198,138.274,xxx,Caregiver voc,,2.0,0.41499999999999204,within person
953,18,137.859,138.485,bobo,Infant voc,,1.0,0.5230000000000246,cg-infant
954,10,137.962,140.303,adesso ne prepariamo per il papà va bene? (W C),Caregiver voc,,1.0,2.3249999999999886,infant-cg
955,21,137.978,138.809,xxx,Infant voc,,1.0,0.5320000000000107,cg-infant
956,60,138.277,138.705,xxx,Infant voc,,2.0,0.20100000000002183,within person
957,1001,138.504,140.209,Che vuoi fare? vuoi mangiare?	 (QA QA),Caregiver voc,,3.0,1.6880000000000166,infant-cg
958,18,138.521,141.746,no questo sì è bobo (RE C RE) hai ragione. (RO) e queste? (QE),Caregiver voc,,1.0,3.1899999999999977,within person
959,64,138.556,140.715,"non lo vuoi dire, (RA)",Caregiver voc,,2.0,1.8130000000000166,within person
960,65,138.902,145.62," e adesso viene qua a fare rifornimento (DA) non va senza la benzina, dobbiamo mettere la benzina (RE W) ",Caregiver voc,,2.0,6.616000000000014,within person
961,21,139.004,139.668,xxx,Infant voc,,1.0,0.5180000000000007,cg-infant
962,21,139.15,139.672,xxx,Caregiver voc,,1.0,0.46699999999998454,infant-cg
963,1,139.205,140.004,è un uccellino (RE),Caregiver voc,,1.0,0.7639999999999816,within person
964,22,139.24,140.804,xxx,Caregiver voc,,1.0,1.5480000000000018,within person
965,1007,139.256,140.369,fiorellini (RE),Caregiver voc,,3.0,1.0459999999999923,within person
966,59,139.323,140.772,e qui dove sta la scimmiotta? (QE),Caregiver voc,,2.0,1.3739999999999952,within person
967,23,139.398,139.873,ah,Infant voc,,1.0,0.2709999999999866,cg-infant
968,61,139.602,140.992,Jack va in cucina (AR),Caregiver voc,,2.0,1.211999999999989,infant-cg
969,23,139.78,141.737, eh (C) col cucchiaio (RE) vedi? (QA),Caregiver voc,,1.0,1.7659999999999911,within person
970,52,139.971,140.628,xxx,Infant voc,,2.0,0.4359999999999786,cg-infant
971,21,140.192,141.261,xxx,Infant voc,,1.0,1.0459999999999923,within person
972,10,140.215,140.657,sì (CW),Infant voc,,1.0,0.15100000000001046,within person
973,1,140.506,141.546,ecino ,Infant voc,,1.0,1.016999999999996,within person
974,1006,140.529,140.804,xxx,Infant voc,,3.0,0.21199999999998909,within person
975,60,140.592,142.797,dormono tutti qui Lorenzo (RE NC),Caregiver voc,,2.0,1.774000000000001,infant-cg
976,1002,141.023,141.655,xxx,Infant voc,,3.0,0.561000000000007,cg-infant
977,1006,141.094,142.129,Ah (C) No (AD),Caregiver voc,,3.0,0.8879999999999768,infant-cg
978,1001,141.241,142.403,Vuoi la pappa? (QO),Caregiver voc,,3.0,1.1169999999999902,within person
979,21,141.286,142.498,"Fuoco, fuoco (C)",Caregiver voc,,1.0,1.0,within person
980,1004,141.498,142.723,È buona?	(QO),Caregiver voc,,3.0,1.1780000000000257,within person
981,61,141.545,145.204," siii,  Jack va in cucina (C AR) dai (DA)",Caregiver voc,,2.0,3.6520000000000152,within person
982,10,141.552,142.213,a papà (CW),Infant voc,,1.0,0.6529999999999916,cg-infant
983,1,141.56,141.686,mmm (C),Caregiver voc,,1.0,0.06499999999999773,infant-cg
984,52,141.621,142.971,"no Joele, metti via (AD NC DA)",Caregiver voc,,2.0,1.2839999999999918,within person
985,1,141.687,142.61,come fa l’uccellino? (QE),Caregiver voc,,1.0,0.75,within person
986,22,141.86,145.554," allora la mamma vediamo, ti ricordi? (W QO) guarda, si apre così (DA RE)",Caregiver voc,,1.0,3.5829999999999984,within person
987,10,141.971,142.602,papà (RE),Caregiver voc,,1.0,0.4310000000000116,within person
988,1007,142.171,145.75,chiudi chiudi (DA) vediamo un’altra cosa  (W) vediamo che ci sta (W),Caregiver voc,,3.0,3.372000000000014,within person
989,52,142.378,143.4,xxx,Infant voc,,2.0,0.9770000000000039,cg-infant
990,18,142.423,143.32,ae,Infant voc,,1.0,0.8189999999999884,within person
991,21,142.501,145.203,hai trovato i cucchiaini (RA),Caregiver voc,,1.0,2.5360000000000014,infant-cg
992,1002,142.667,143.467,xxx,Infant voc,,3.0,0.7810000000000059,cg-infant
993,1,142.686,143.887,cip cip cip (CWOP),Infant voc,,1.0,1.1380000000000052,within person
994,61,142.749,143.026,xxx,Infant voc,,2.0,0.22400000000001796,within person
995,64,142.802,144.395,vogliamo giocare qua (W),Caregiver voc,,2.0,1.52800000000002,infant-cg
996,59,142.867,145.507,e qui dove sta la scimmiotta? xxx (QE),Caregiver voc,,2.0,2.3149999999999977,within person
997,60,143.192,146.807,guarda un po’ shhhhhhhhh (DA C),Caregiver voc,,2.0,3.5360000000000014,within person
998,52,143.271,146.657,"vuoi tagliare? non abbiamo neanche un foglio, metti via, dai (QA W DA C)",Caregiver voc,,2.0,3.1899999999999977,within person
999,10,143.467,145.808,blobloblo@o (OP),Caregiver voc,,1.0,2.205999999999989,within person
1000,1002,143.602,144.25,(risata) (AL),Caregiver voc,,3.0,0.5900000000000034,within person
1001,61,143.66,144.694,xxx,Infant voc,,2.0,0.9879999999999995,cg-infant
1002,23,143.706,144.801,mangia la pappa? (QE),Caregiver voc,,1.0,1.079999999999984,infant-cg
1003,18,143.721,144.34,cosa? (QE),Caregiver voc,,1.0,0.4490000000000123,within person
1004,1,143.891,144.811,cip cip cip (OP),Caregiver voc,,1.0,0.30800000000002115,within person
1005,1006,144.503,147.081,giochiamo col trenino dai forse è meglio	(W C) Giorgia (NC),Caregiver voc,,3.0,2.329999999999984,within person
1006,57,144.751,147.746,"metti il caffè, metti il latte (DA DA)",Caregiver voc,,2.0,2.89700000000002,within person
1007,64,144.849,146.146,ci guardiamo questo	 (W) ,Caregiver voc,,2.0,1.2680000000000007,within person
1008,1004,144.878,146.61,Vogliamo fare il girotondo con la bambola? (W),Caregiver voc,,3.0,1.490000000000009,within person
1009,18,145.12,146.215,: le pepè? (QE),Caregiver voc,,1.0,0.8449999999999989,within person
1010,21,145.37,148.302,prepariamo la tavola eh? (W),Caregiver voc,,1.0,2.7879999999999825,within person
1011,59,145.514,147.985,xxx,Caregiver voc,,2.0,2.365000000000009,within person
1012,22,145.62,146.675,la mamma (CW),Infant voc,,1.0,1.0500000000000114,cg-infant
1013,1,145.625,146.306,questo cos’è? (QE),Caregiver voc,,1.0,0.5050000000000239,infant-cg
1014,23,145.801,147.196,gliela dai alla bambolina?	 (QE),Caregiver voc,,1.0,1.3770000000000095,within person
1015,10,145.819,147.61, adesso mettiamo lo zucchero? (W),Caregiver voc,,1.0,1.6650000000000205,within person
1016,1007,145.945,147.466,guarda il telefono (DA),Caregiver voc,,3.0,0.9840000000000089,within person
1017,22,146.482,147.306,xxx,Caregiver voc,,1.0,0.6310000000000002,within person
1018,1,146.675,147.905,xxx,Infant voc,,1.0,1.1239999999999952,cg-infant
1019,61,146.781,151.602,Jack va in cucina con Tina (canta)	(S),Caregiver voc,,2.0,4.789999999999992,infant-cg
1020,60,146.812,148.399,sono tutti a dormire (RE),Caregiver voc,,2.0,1.3789999999999907,within person
1021,22,147.02,147.878,"io, io",Infant voc,,1.0,0.688999999999993,cg-infant
1022,1004,147.189,148.598,Vuoi fare il girotondo? (QA),Caregiver voc,,3.0,1.177000000000021,infant-cg
1023,1001,147.421,149.483,"
Vogliamo vedere dove sta bau-bau? (libro) (W OP)",Caregiver voc,,3.0,2.0109999999999957,within person
1024,1007,147.472,148.042,xxx,Infant voc,,3.0,0.5500000000000114,cg-infant
1025,23,147.492,148.799,là dagli la pappa (DA),Caregiver voc,,1.0,0.9759999999999991,infant-cg
1026,18,147.823,148.898,: cosa sono queste? (QE),Caregiver voc,,1.0,1.056999999999988,within person
1027,1,147.841,149.008, e a chi telefoni tu? (QA),Caregiver voc,,1.0,0.9099999999999966,within person
1028,59,148.098,149.206,no è il leone (C RE),Caregiver voc,,2.0,1.0819999999999936,within person
1029,1007,148.124,148.624,xxx,Caregiver voc,,3.0,0.3689999999999998,within person
1030,1002,148.255,150.801,oh oh xxx e di do do,Infant voc,,3.0,2.350999999999999,cg-infant
1031,57,148.45,149.88,shhh(OP),Caregiver voc,,2.0,1.2179999999999893,infant-cg
1032,10,148.662,149.604,mettiamo lo zucchero?,Caregiver voc,,1.0,0.7610000000000241,within person
1033,1004,148.843,150.7,Giro girotondo (AR),Caregiver voc,,3.0,1.7469999999999857,within person
1034,22,148.953,149.368,xxx,Infant voc,,1.0,0.2639999999999816,cg-infant
1035,65,149.104,150.859,metti metti tu la benzina al treno (DA),Caregiver voc,,2.0,1.5889999999999986,infant-cg
1036,1007,149.27,150.795,guarda il telefono ,Caregiver voc,,3.0,1.5219999999999914,within person
1037,59,149.273,150.839,xxx,Infant voc,,2.0,1.4969999999999857,cg-infant
1038,1,149.342,149.805,papà (CW),Infant voc,,1.0,0.40399999999999636,within person
1039,22,149.401,149.595,xxx,Caregiver voc,,1.0,-0.13599999999999568,infant-cg
1040,21,149.731,152.602,"ecco la, prepariamo, vieni (C W DA)",Caregiver voc,,1.0,2.8060000000000116,within person
1041,60,149.796,151.805,c’è scritto anche buonanotte (RE),Caregiver voc,,2.0,1.9250000000000114,within person
1042,57,149.88,152.618,"a te, a mamma, am	(RE OP)",Caregiver voc,,2.0,2.6699999999999875,within person
1043,10,149.948,150.394,mm,Infant voc,,1.0,0.24100000000001387,cg-infant
1044,1006,150.153,151.855,xxx,Caregiver voc,,3.0,1.5480000000000018,infant-cg
1045,22,150.307,151.99,la copriamo bene (W),Caregiver voc,,1.0,1.646000000000015,within person
1046,23,150.344,150.852,mmm? (C),Caregiver voc,,1.0,0.2530000000000143,within person
1047,1001,150.599,151.106,Sì? (SB),Caregiver voc,,3.0,0.41200000000000614,within person
1048,10,150.694,151.814,quanti cucchiaini? (QE),Caregiver voc,,1.0,1.1099999999999852,within person
1049,18,150.704,151.398,cosa?	 (- ),Caregiver voc,,1.0,0.6009999999999991,within person
1050,1007,150.797,151.2,,Infant voc,,3.0,0.3359999999999843,cg-infant
1051,1,150.864,151.467,fammi sentire (DA),Caregiver voc,,1.0,0.0,infant-cg
1052,1,151.467,152.507,cosa gli dici a papà?	(QA),Caregiver voc,,1.0,0.9980000000000189,within person
1053,1007,151.509,154.287,chiama il papà chiama il papà (DA) dici pronto papà (DA),Caregiver voc,,3.0,2.7150000000000034,within person
1054,1004,151.572,153.305,Ah le vuoi dare da mangiare? Dai (C QA C),Caregiver voc,,3.0,1.6550000000000011,within person
1055,1002,151.65,153.77,xxx,Infant voc,,3.0,1.9159999999999968,cg-infant
1056,22,151.854,152.998,xxx,Infant voc,,1.0,0.9739999999999895,within person
1057,60,152.024,156.65,"guarda adesso è giorno, sono tornati tutti fuori (DA RE)",Caregiver voc,,2.0,4.5589999999999975,infant-cg
1058,23,152.091,154.406, e questo mi hai detto che colore è? (QA),Caregiver voc,,1.0,2.2060000000000173,within person
1059,1001,152.2,154.006,Bau-bau sopra eh (OP C),Caregiver voc,,3.0,1.7520000000000095,within person
1060,10,152.254,152.807,tanto (CW),Infant voc,,1.0,0.40799999999998704,cg-infant
1061,61,152.399,156.797,Jack che va in cucina con Tina (S),Caregiver voc,,2.0,4.157000000000011,infant-cg
1062,18,152.64,153.742,dimmelo forte. (DA),Caregiver voc,,1.0,0.992999999999995,within person
1063,59,152.749,154.443,qui chi è? (verso) (QE OP),Caregiver voc,,2.0,1.6440000000000055,within person
1064,65,152.799,153.807,xxx,Infant voc,,2.0,0.9629999999999939,cg-infant
1065,21,152.844,155.326,"il cucchiaino, dopo i piatti, (RE RE)",Caregiver voc,,1.0,2.4410000000000025,infant-cg
1066,10,152.885,153.527,tanto? (QE),Caregiver voc,,1.0,0.5919999999999845,within person
1067,23,152.935,153.461,xxx,Infant voc,,1.0,0.4170000000000016,cg-infant
1068,1,153.044,153.603,ciao papà (QA),Caregiver voc,,1.0,0.5570000000000164,infant-cg
1069,1006,153.046,154.37,Ciuf ciuf (OP),Caregiver voc,,3.0,1.0270000000000152,within person
1070,22,153.343,153.621,xxx,Caregiver voc,,1.0,0.07200000000000273,within person
1071,65,153.549,154.582,a posto (C),Caregiver voc,,2.0,0.9759999999999991,within person
1072,1,153.606,155.07,sono venuto a prendere nonno Saverio. (SB),Caregiver voc,,1.0,1.3520000000000039,within person
1073,1004,153.718,154.816,Com’è buono?	(QO),Caregiver voc,,3.0,0.9200000000000159,within person
1074,23,153.896,154.795,xxx,Infant voc,,1.0,0.8879999999999768,cg-infant
1075,10,153.907,154.382,sì (CW),Infant voc,,1.0,0.28700000000000614,within person
1076,22,154.095,155.204,xxx,Caregiver voc,,1.0,0.9110000000000014,infant-cg
1077,10,154.293,157.404,uno due (RE),Caregiver voc,,1.0,2.6689999999999827,within person
1078,1007,154.735,155.536,chiama papà  (DA),Caregiver voc,,3.0,0.5860000000000127,within person
1079,59,154.95,156.114,xxx,Infant voc,,2.0,1.1430000000000007,cg-infant
1080,65,154.971,156.39,si parte (RE),Caregiver voc,,2.0,1.407999999999987,infant-cg
1081,23,154.982,155.608,ah? (C),Caregiver voc,,1.0,0.4509999999999934,within person
1082,23,155.157,155.71,xxx,Infant voc,,1.0,0.33200000000002206,cg-infant
1083,22,155.378,158.242, ma vuoi fare la nanna anche te con il bimbo (QA) ci stai? (QO),Caregiver voc,,1.0,2.8429999999999893,infant-cg
1084,57,155.399,157.58,xxx,Caregiver voc,,2.0,2.1040000000000134,within person
1085,18,155.476,156.395,non vuoi? (QO),Caregiver voc,,1.0,0.8970000000000198,within person
1086,1006,155.498,156.657,Fai muovere il trenino (DA),Caregiver voc,,3.0,1.1480000000000246,within person
1087,1,155.509,156.083,sì (CW),Infant voc,,1.0,0.5740000000000123,cg-infant
1088,1004,155.509,158.014,Mmm (C) Un poco a Stefano (RA NC),Caregiver voc,,3.0,1.9099999999999966,infant-cg
1089,1,156.104,156.345,dai (AE),Caregiver voc,,1.0,0.228999999999985,within person
1090,1007,156.116,157.07,pronto (AG),Caregiver voc,,3.0,0.9129999999999825,within person
1091,52,156.157,158.514,xxx,Infant voc,,2.0,2.2360000000000184,cg-infant
1092,21,156.278,156.996,xxx,Caregiver voc,,1.0,0.6470000000000198,infant-cg
1093,1,156.349,157.291,raccontami del papà (DA),Caregiver voc,,1.0,0.7849999999999966,within person
1094,1002,156.506,158.106,xxx,Infant voc,,3.0,1.0439999999999827,cg-infant
1095,18,157.062,158.198,cos’è questa? (QE),Caregiver voc,,1.0,1.0360000000000014,infant-cg
1096,60,157.162,157.789,vedi (DA),Caregiver voc,,2.0,0.5209999999999866,within person
1097,1007,157.268,158.243,bravo (AE),Caregiver voc,,3.0,0.9339999999999975,within person
1098,1006,157.309,159.607,xxx Fuori onda	(O),Caregiver voc,,3.0,2.1459999999999866,within person
1099,23,157.461,159.834, che colore è questo? (QE) la torta (RE),Caregiver voc,,1.0,2.290999999999997,within person
1100,1,157.543,158.106,xxx,Infant voc,,1.0,0.5019999999999811,cg-infant
1101,59,157.604,159.023,qui chi è? (QE),Caregiver voc,,2.0,1.3269999999999982,infant-cg
1102,61,157.696,162.266, Jack che va in cucina con Tina (S),Caregiver voc,,2.0,4.5309999999999775,within person
